ID	NA-
MYO5B	17.0558
MYO5C	48.8148
MYO6	146.933
MYO7A	1.3951
MYO7B	6.8835
MYO9A	3.6316
MYO9B	20.9217
MYOC	10.7816
MYOCD	12.4964
MYOCOS	0
MYOD1	98.5329
MYOF	105.0669
MYOG	0.1376
MYOM1	35.7818
MYOM2	136.6581
MYOM3	50.6498
MYORG	34.5527
MYOT	88.0831
MYOZ1	0.256
MYOZ2	0
MYOZ3	14.4811
MYPN	8.3649
MYPOP	0.0204
MYRF	0.1745
MYRFL	2.1175
MYRIP	26.4245
MYSM1	1.2855
MYT1	0
MYT1L	0.0805
MYZAP	0.3462
MZB1	15.6726
MZF1	60.0469
MZT1	0
MZT2A	0.4214
MZT2B	3.2202
N4BP1	20.9173
N4BP2	3.1858
N4BP2L1	29.6189
N4BP2L2	0
N4BP3	0.0291
N6AMT1	0.2388
NAA10	267.4466
NAA11	21.6505
NAA15	4.1262
NAA16	3.1283
NAA20	58.7554
NAA25	19.2761
NAA30	7.9601
NAA35	15.0641
NAA38	8.3289
NAA40	256.9511
NAA50	816.2018
NAA60	0.0288
NAA80	0.3136
NAAA	1.6021
NAALAD2	10.845
NAALADL1	77.0945
NAALADL2	0.77
NAB1	2.5768
NAB2	0.9759
NABP1	63.5595
NABP2	0.1824
NACA	46.9635
NACA2	9.8763
NACAD	0.8176
NACC1	0.0827
NACC2	48.9813
NADK	50.8739
NADK2	0.7621
NADSYN1	6.7965
NAE1	1.5412
NAF1	43.1865
NAGA	0.4903
NAGK	2.1039
NAGLU	2.2369
NAGPA	36.6183
NAGS	0.6612
NAIF1	71.0624
NAIP	0.2543
NALCN	21.9263
NAMPT	48.5506
NANOG	18.0672
NANOGNB	4.7144
NANOGP8	0
NANOS1	0.7763
NANOS2	15.1257
NANOS3	0.2207
NANP	0.1381
NANS	13.5761
NAP1L1	4.0797
NAP1L2	0.5201
NAP1L3	118.7867
NAP1L4	0
NAP1L5	0.3004
NAPA	32.2169
NAPB	0.0415
NAPEPLD	30.7936
NAPG	1.9527
NAPRT	0
NAPSA	12.2682
NARF	44.3656
NARS1	0
NARS2	3.2972
NASP	9.3586
NAT1	0.0638
NAT10	0.0296
NAT14	27.1191
NAT16	39.8806
NAT2	4.5616
NAT8	153.1434
NAT8L	46.2186
NAT9	0.0277
NATD1	0
NAV1	2.1554
NAV2	0.7212
NAV3	4.6536
NAXD	0.7209
NAXE	2.0894
NBAS	4.8077
NBDY	122.5888
NBEA	47.058
NBEAL1	7.2365
NBEAL2	28.7591
NBL1	9.6389
NBN	4.0641
NBPF1	2.495
NBPF10	0.5476
NBPF11	0
NBPF12	2.9174
NBPF14	0
NBPF15	0
NBPF19	0
NBPF20	42.8339
NBPF26	0.1525
NBPF3	18.1778
NBPF4	295.6514
NBPF6	0.2523
NBPF9	0
NBR1	31.1838
NCALD	54.5545
NCAM1	25.4095
NCAM2	38.5621
NCAN	59.7759
NCAPD2	154.9151
NCAPD3	15.6555
NCAPG	14.2486
NCAPG2	19.4735
NCAPH	2.0132
NCAPH2	17.2537
NCBP1	8.8024
NCBP2	35.8723
NCBP2AS2	0.1745
NCBP2L	0.0465
NCBP3	9.988
NCCRP1	0.1238
NCDN	10.2415
NCEH1	84.1037
NCF1	0.3236
NCF2	40.2079
NCF4	0.7761
NCK1	24.9867
NCK2	0.1613
NCKAP1	14.2109
NCKAP1L	23.7725
NCKAP5	0.6483
NCKAP5L	4.0733
NCKIPSD	0
NCL	42.7418
NCLN	0.173
NCMAP	25.5192
NCOA1	0.1501
NCOA2	9.0838
NCOA3	0.5041
NCOA4	0.6064
NCOA5	20.6123
NCOA6	0.5423
NCOA7	146.3699
NCOR1	35.5377
NCOR2	0
NCR1	0.0952
NCR2	30.4299
NCR3	0.1274
NCR3LG1	4.416
NCS1	12.3308
NCSTN	83.8534
NDC1	51.24
NDC80	34.0196
NDE1	7.2761
NDEL1	0.0201
NDFIP1	1.4316
NDFIP2	1.2519
NDN	50.0301
NDNF	0
NDOR1	5.0716
NDP	14.4744
NDRG1	34.6447
NDRG2	23.4367
NDRG3	55.7981
NDRG4	29.4828
NDST1	1.6351
NDST2	15.8249
NDST3	59.6023
NDST4	0.2043
NDUFA1	28.5136
NDUFA10	0
NDUFA11	161.8129
NDUFA12	5.5727
NDUFA13	18.5766
NDUFA2	24.9649
NDUFA3	60.0566
NDUFA4	0
NDUFA4L2	400.298
NDUFA5	22.5715
NDUFA6	0.1603
NDUFA7	0
NDUFA8	16.4106
NDUFA9	25.5007
NDUFAB1	49.7908
NDUFAF1	38.3118
NDUFAF2	0.1325
NDUFAF3	96.3581
NDUFAF4	17.5883
NDUFAF5	83.6345
NDUFAF6	32.5329
NDUFAF7	8.5528
NDUFAF8	27.5244
NDUFB1	0
NDUFB10	72.255
NDUFB11	0.1698
NDUFB2	19.0835
NDUFB3	22.4051
NDUFB4	131.4523
NDUFB5	10.0617
NDUFB6	4.4593
NDUFB7	20.0197
NDUFB8	22.9074
NDUFB9	94.9363
NDUFC1	9.5423
NDUFC2	9.7679
NDUFC2-KCTD14	0
NDUFS1	7.1446
NDUFS2	66.3418
NDUFS3	6.8953
NDUFS4	6.9734
NDUFS5	0
NDUFS6	14.2801
NDUFS7	20.3959
NDUFS8	32.5125
NDUFV1	13.0112
NDUFV2	10.8367
NDUFV3	1.0876
NEB	4.7971
NEBL	71.6951
NECAB1	24.1431
NECAB2	73.7342
NECAB3	0
NECAP1	391.3529
NECAP2	0.5174
NECTIN1	14.9197
NECTIN2	18.2182
NECTIN3	83.715
NECTIN4	7.5374
NEDD1	565.6681
NEDD4	2.8719
NEDD4L	24.043
NEDD8	9.8042
NEDD8-MDP1	0
NEDD9	153.485
NEFH	1.0119
NEFL	0
NEFM	23.4225
NEGR1	67.0798
NEIL1	2.7348
NEIL2	3.9939
NEIL3	0.3718
NEK1	7.5094
NEK10	105.2281
NEK11	9.1408
NEK2	19.6928
NEK3	24.1222
NEK4	3.9931
NEK5	169.7688
NEK6	13.7421
NEK7	3.5429
NEK8	49.7069
NEK9	25.8551
NELFA	0.0497
NELFB	66.4369
NELFCD	4.9867
NELFE	0.742
NELL1	2.8834
NELL2	59.9589
NEMF	1.7809
NEMP1	0.0439
NEMP2	19.8337
NENF	6.1443
NEO1	29.9513
NEPRO	19.5464
NES	139.7298
NET1	1.1233
NETO1	0.7152
NETO2	0
NEU1	0.3394
NEU2	2.3154
NEU3	8.3173
NEU4	7.0713
NEURL1	33.6011
NEURL1B	0.101
NEURL2	2.3504
NEURL3	1.585
NEURL4	0
NEUROD1	36.9281
NEUROD2	0.3883
NEUROD4	70.7621
NEUROD6	404.974
NEUROG1	0.0756
NEUROG2	0
NEUROG3	79.0021
NEXMIF	18.2016
NEXN	7.3987
NF1	41.6891
NF2	0.699
NFAM1	0.1914
NFASC	5.9552
NFAT5	80.5518
NFATC1	103.4808
NFATC2	0.2424
NFATC2IP	4.4495
NFATC3	18.4666
NFATC4	15.4879
NFE2	31.5756
NFE2L1	19.7509
NFE2L2	16.1383
NFE2L3	0.1212
NFIA	0.2184
NFIB	13.7264
NFIC	3.4174
NFIL3	0.032
NFILZ	5.2444
NFIX	31.9997
NFKB1	1.9715
NFKB2	0.03
NFKBIA	32.2808
NFKBIB	27.0851
NFKBID	2.7195
NFKBIE	0.6023
NFKBIL1	0
NFKBIZ	0.226
NFRKB	0.24
NFS1	0
NFU1	22.7754
NFX1	23.4009
NFXL1	17.6588
NFYA	45.7841
NFYB	54.4143
NFYC	9.6409
NGB	20.0613
NGDN	9.2729
NGEF	11.4121
NGF	5.4926
NGFR	5.1596
NGLY1	25.1564
NGRN	0.1519
NHEJ1	0.3859
NHLH1	2.2295
NHLH2	1.9984
NHLRC1	7.945
NHLRC2	30.9687
NHLRC3	0.1683
NHLRC4	0.0394
NHP2	106.6707
NHS	0.3282
NHSL1	47.7172
NHSL2	10.6999
NIBAN1	170.3384
NIBAN2	17.0552
NIBAN3	17.9459
NICN1	6.8366
NID1	84.3558
NID2	42.8754
NIF3L1	0.8983
NIFK	149.5052
NIM1K	10.2249
NIN	9.444
NINJ1	269.2331
NINJ2	0.128
NINL	75.2177
NIP7	37.3795
NIPA1	0.0185
NIPA2	11.4724
NIPAL1	0.0632
NIPAL2	1.6696
NIPAL3	46.1661
NIPAL4	186.6048
NIPBL	10.8353
NIPSNAP1	2.4776
NIPSNAP2	4.3911
NIPSNAP3A	0.0242
NIPSNAP3B	0.8991
NISCH	20.1842
NIT1	142.9177
NIT2	10.4423
NKAIN1	13.4108
NKAIN2	0
NKAIN3	3.9989
NKAIN4	25.0401
NKAP	2.8849
NKAPD1	24.2814
NKAPL	10.7183
NKD1	30.0003
NKD2	8.652
NKG7	0.071
NKIRAS1	12.7669
NKIRAS2	4.8263
NKPD1	26.0398
NKRF	14.7781
NKTR	5.4143
NKX1-1	0.0836
NKX1-2	0
NKX2-1	0
NKX2-2	0
NKX2-3	14.4365
NKX2-4	14.7023
NKX2-5	0.1011
NKX2-6	9.4196
NKX2-8	0
NKX3-1	335.567
NKX3-2	0.9672
NKX6-1	1.4344
NKX6-2	0.3066
NKX6-3	11.1075
NLE1	7.3929
NLGN1	33.9284
NLGN2	430.5544
NLGN3	14.5584
NLGN4X	17.0648
NLGN4Y	23.9769
NLK	45.1544
NLN	49.8798
NLRC3	162.1424
NLRC4	10.6723
NLRC5	0.167
NLRP1	206.6832
NLRP10	1.5019
NLRP11	4.9092
NLRP12	36.1496
NLRP13	8.1049
NLRP14	87.1089
NLRP2	0
NLRP2B	0.0115
NLRP3	0
NLRP4	0.4477
NLRP5	12.029
NLRP6	0.1287
NLRP7	3.3967
NLRP8	29.4376
NLRP9	1.5532
NLRX1	53.9521
NMB	0
NMBR	9.1467
NMD3	1.5093
NME1	0
NME1-NME2	33.2782
NME2	0
NME3	23.7709
NME4	26.6454
NME5	55.2082
NME6	14.306
NME7	6.8502
NME8	13.1152
NME9	11.5599
NMI	0
NMNAT1	24.452
NMNAT2	0.6399
NMNAT3	22.7708
NMRAL1	7.3222
NMRK1	3.5417
NMRK2	82.5137
NMS	642.56
NMT1	3.5938
NMT2	8.9064
NMU	1.4689
NMUR1	0
NMUR2	0.1203
NNAT	12.6376
NNMT	2011.4271
NNT	190.587
NOA1	99.2254
NOB1	16.7503
NOBOX	60.5587
NOC2L	0
NOC3L	79.2085
NOC4L	1.8032
NOCT	3.1522
NOD1	0.4118
NOD2	0
NODAL	26.6217
NOG	9.6884
NOL10	6.8236
NOL11	7.6236
NOL12	3.3562
NOL3	1.193
NOL4	6.69
NOL4L	0
NOL6	5.8684
NOL7	0.2584
NOL8	0
NOL9	0.2404
NOLC1	0.3607
NOM1	16.3668
NOMO1	56.5144
NOMO2	1.6092
NOMO3	7.5785
NONO	1.0594
NOP10	0.653
NOP14	10.687
NOP16	5.5095
NOP2	55.0607
NOP53	107.6879
NOP56	54.2797
NOP58	0.6276
NOP9	0.9265
NOS1	761.9006
NOS1AP	17.2306
NOS2	0.2578
NOS3	0.5802
NOSIP	0
NOSTRIN	0.7714
NOTCH1	16.9375
NOTCH2	1.0241
NOTCH2NLA	0
NOTCH2NLB	0.028
NOTCH2NLC	0.0285
NOTCH2NLR	0
NOTCH3	41.7051
NOTCH4	0.291
NOTO	0
NOTUM	0.3695
NOVA1	11.1688
NOVA2	0.5006
NOX1	4.7347
NOX3	133.9387
NOX4	71.9167
NOX5	0.3136
NOXA1	1.7946
NOXO1	0
NOXRED1	98.6762
NPAP1	15.9971
NPAS1	45.0963
NPAS2	92.6176
NPAS3	19.3499
NPAS4	4.3712
NPAT	0.2851
NPB	8.7582
NPBWR1	0
NPBWR2	0.3287
NPC1	10.1194
NPC1L1	58.9494
NPC2	1.8937
NPDC1	1.8455
NPEPL1	2.4711
NPEPPS	33.4072
NPFF	2.0757
NPFFR1	0.8629
NPFFR2	0.5957
NPHP1	85.1611
NPHP3	39.3377
NPHP3-ACAD11	0
NPHP4	73.3326
NPHS1	21.8168
NPHS2	3.0541
NPIPA1	17.8507
NPIPA2	0
NPIPA3	0
NPIPA5	0.7022
NPIPA7	1.654
NPIPA8	1.6354
NPIPA9	0.2962
NPIPB11	0
NPIPB12	49.9814
NPIPB13	45.4404
NPIPB15	10.7373
NPIPB2	0.418
NPIPB3	2.1804
NPIPB4	0
NPIPB5	0.2259
NPIPB6	14.8015
NPIPB7	0
NPIPB8	1.0722
NPIPB9	256.3348
NPL	6.753
NPLOC4	0.0537
NPM1	0.0588
NPM2	12.8941
NPM3	38.0478
NPNT	0.0919
NPPA	35.3507
NPPB	24.2626
NPPC	4.5816
NPR1	0.0143
NPR2	21.0152
NPR3	73.1904
NPRL2	62.8283
NPRL3	24.8734
NPS	0
NPSR1	0
NPTN	208.0507
NPTX1	0.1575
NPTX2	30.8024
NPTXR	4.5093
NPVF	0.0518
NPW	27.7869
NPY	179.2881
NPY1R	0.0338
NPY2R	41.6152
NPY4R	10.412
NPY4R2	0
NPY5R	0
NQO1	3.8014
NQO2	41.8285
NR0B1	2.2018
NR0B2	35.8031
NR1D1	371.0388
NR1D2	0.9888
NR1H2	32.577
NR1H3	28.0714
NR1H4	10.8081
NR1I2	15.109
NR1I3	46.0776
NR2C1	171.1594
NR2C2	0.5705
NR2C2AP	2.6337
NR2E1	1.2429
NR2E3	0
NR2F1	26.4684
NR2F2	7.7628
NR2F6	36.9237
NR3C1	23.1736
NR3C2	3.4645
NR4A1	23.7559
NR4A2	15.9605
NR4A3	14.8932
NR5A1	5.2628
NR5A2	24.0232
NR6A1	8.8195
NRAP	0.377
NRARP	10.5711
NRAS	0.5393
NRBF2	19.1943
NRBP1	0.9384
NRBP2	0.0343
NRCAM	51.4522
NRDC	0.0612
NRDE2	8.321
NREP	19.1229
NRF1	0
NRG1	0
NRG2	0.1864
NRG3	17.4576
NRG4	80.2847
NRGN	5.8824
NRIP1	0
NRIP2	65.6768
NRIP3	408.2096
NRK	0
NRL	44.1308
NRM	24.4186
NRN1	0.8557
NRN1L	0
NRP1	15.833
NRP2	0
NRROS	0
NRSN1	30.5547
NRSN2	24.2987
NRTN	14.8614
NRXN1	2.9035
NRXN2	9.7856
NRXN3	107.3365
NSA2	0.1033
NSD1	15.46
NSD2	6.2704
NSD3	30.7306
NSDHL	18.6686
NSF	9.438
NSFL1C	41.2816
NSG1	13.5534
NSG2	0.6978
NSL1	49.6616
NSMAF	67.6851
NSMCE1	57.2796
NSMCE2	9.9895
NSMCE3	280.9585
NSMCE4A	50.1842
NSMF	1.6724
NSRP1	27.1714
NSUN2	1.5991
NSUN3	1.7029
NSUN4	16.1206
NSUN5	39.495
NSUN6	0
NSUN7	5.2762
NT5C	27.722
NT5C1A	12.925
NT5C1B	0.1218
NT5C1B-RDH14	0
NT5C2	56.5423
NT5C3A	5.9019
NT5C3B	0.9724
NT5DC1	0
NT5DC2	18.8759
NT5DC3	226.3075
NT5DC4	19.7529
NT5E	6.0141
NT5M	0.1038
NTAN1	1.0646
NTAQ1	21.1103
NTF3	0.5006
NTF4	1.3593
NTHL1	28.031
NTM	17.4431
NTMT1	1504.9167
NTN1	16.8626
NTN3	20.8475
NTN4	16.5646
NTN5	28.446
NTNG1	10.5646
NTNG2	0
NTPCR	3.7177
NTRK1	0.3596
NTRK2	3.236
NTRK3	20.343
NTS	37.7979
NTSR1	0.3438
NTSR2	0.5611
NUAK1	9.0643
NUAK2	4.7528
NUB1	0
NUBP1	11.4246
NUBP2	2.9242
NUBPL	11.4426
NUCB1	120.5058
NUCB2	0.6115
NUCKS1	15.5304
NUDC	257.6283
NUDCD1	0.5736
NUDCD2	51.6818
NUDCD3	0.3649
NUDT1	2.0958
NUDT10	15.2242
NUDT11	0.0724
NUDT12	0.1234
NUDT13	59.7325
NUDT14	13.8382
NUDT15	13.3741
NUDT16	0
NUDT16L1	2.1465
NUDT17	0.05
NUDT18	0
NUDT19	0
NUDT2	25.8451
NUDT21	86.9737
NUDT22	49.4416
NUDT3	1.0022
NUDT4	33.5066
NUDT4B	6.4984
NUDT5	0
NUDT6	10.0906
NUDT7	41.0332
NUDT8	0
NUDT9	1.1558
NUF2	24.9315
NUFIP1	12.9768
NUFIP2	5.2763
NUGGC	6.7354
NUMA1	43.0738
NUMB	42.2854
NUMBL	35.4794
NUP107	0.2671
NUP133	9.1057
NUP153	10.5884
NUP155	11.4825
NUP160	1.5388
NUP188	7.1562
NUP205	0.1133
NUP210	46.6919
NUP210L	22.2414
NUP214	0.6123
NUP35	6.7509
NUP37	30.284
NUP42	529.9471
NUP43	21.2466
NUP50	16.9035
NUP54	3.0969
NUP58	5.5977
NUP62	5.603
NUP62CL	0.0551
NUP85	8.5927
NUP88	118.499
NUP93	0
NUP98	59.5374
NUPR1	4.6562
NUPR2	4.1629
NUS1	23.324
NUSAP1	10.3599
NUTF2	52.3085
NUTM1	0.2286
NUTM2A	0.3391
NUTM2B	3.3183
NUTM2D	0.1753
NUTM2E	0
NUTM2F	23.4993
NUTM2G	0
NVL	11.1743
NWD1	0.2319
NWD2	7.5851
NXF1	177.979
NXF2	4.1635
NXF2B	2.0413
NXF3	1.7105
NXF5	133.7106
NXN	72.454
NXNL1	0.714
NXNL2	2.2916
NXPE1	21.7834
NXPE2	30.0147
NXPE3	7.4584
NXPE4	28.2769
NXPH1	37.3552
NXPH2	19.6833
NXPH3	0
NXPH4	8.9415
NXT1	85.2151
NXT2	6.8
NYAP1	0
NYAP2	4.2703
NYNRIN	0.2598
NYX	24.4562
OAF	0.094
OARD1	2.477
OAS1	17.9911
OAS2	108.1589
OAS3	10.3468
OASL	10.8617
OAT	30.7032
OAZ1	156.4684
OAZ2	0
OAZ3	61.3312
OBI1	10.139
OBP2A	1.3229
OBP2B	0.2122
OBSCN	1.1139
OBSL1	112.2612
OC90	0.8746
OCA2	19.6623
OCEL1	4.6122
OCIAD1	22.0171
OCIAD2	7.3236
OCLN	2.7188
OCM	36.0051
OCM2	17.733
OCRL	45.1923
OCSTAMP	58.0737
ODAM	0.0458
ODAPH	1.7748
ODC1	0.7431
ODF1	0.4575
ODF2	15.1571
ODF2L	34.089
ODF3	2.9477
ODF3B	53.6094
ODF3L1	1.017
ODF3L2	0
ODF4	58.8038
ODR4	0.0602
OFD1	1.2881
OGA	0
OGDH	5.7877
OGDHL	8.4862
OGFOD1	232.6964
OGFOD2	19.4551
OGFOD3	49.4795
OGFR	5.6084
OGFRL1	16.2021
OGG1	40.6395
OGN	14.1785
OGT	11.7939
OIP5	61.88
OIT3	6.9204
OLA1	14.6586
OLAH	11.0038
OLFM1	0
OLFM2	132.2659
OLFM3	0.1249
OLFM4	3.0655
OLFML1	1.0947
OLFML2A	27.0004
OLFML2B	42.1953
OLFML3	60.7531
OLIG1	12.8639
OLIG2	0
OLIG3	0
OLR1	1535.2479
OMA1	0.0665
OMD	39.599
OMG	1.2526
OMP	0
ONECUT1	0
ONECUT2	26.9186
ONECUT3	29.928
OOEP	25.3873
OOSP1	0
OOSP2	6.0857
OOSP3	0.2618
OOSP4A	0.6356
OOSP4B	0
OPA1	166.4486
OPA3	26.3441
OPALIN	2.5184
OPCML	33.6994
OPHN1	49.3032
OPLAH	11.8731
OPN1LW	1.4367
OPN1MW	1.2668
OPN1MW2	0.3547
OPN1MW3	0.3731
OPN1SW	4.0544
OPN3	129.7524
OPN4	0.1967
OPN5	89.3602
OPRD1	23.8547
OPRK1	1.3796
OPRL1	1.3043
OPRM1	1.9732
OPRPN	3.4772
OPTC	0.454
OPTN	18.9613
OR10A2	25.7081
OR10A3	11.8222
OR10A4	1.9619
OR10A5	0.4268
OR10A6	1.4535
OR10A7	4.9878
OR10AD1	26.7309
OR10AG1	5.18
OR10C1	56.4702
OR10D3	7.4015
OR10G2	0
OR10G3	35.6053
OR10G4	0.1732
OR10G6	88.8509
OR10G7	0
OR10G8	0.0959
OR10G9	0
OR10H1	0.6187
OR10H2	18.659
OR10H3	2.016
OR10H4	0.2868
OR10H5	17.7979
OR10J1	6.6184
OR10J5	0
OR10K1	15.4095
OR10K2	10.6553
OR10P1	44.2727
OR10Q1	0.0459
OR10R2	8.1803
OR10S1	0
OR10T2	0.3553
OR10V1	328.2327
OR10W1	19.062
OR10X1	0.4075
OR10Z1	47.7901
OR11A1	0
OR11G2	14.5834
OR11H1	214.8687
OR11H12	2.1059
OR11H2	0.1453
OR11H4	0.9282
OR11H6	0
OR11L1	0
OR12D2	1.9443
OR12D3	42.493
OR13A1	0
OR13C2	0
OR13C3	45.3708
OR13C4	9.7523
OR13C5	2.6302
OR13C8	0
OR13C9	37.4121
OR13D1	68.1701
OR13F1	14.9986
OR13G1	0.1038
OR13H1	26.1369
OR13J1	15.4388
OR14A16	16.5997
OR14A2	0
OR14C36	0
OR14I1	0.2247
OR14J1	8.6146
OR14K1	25.3011
OR14L1P	26.7946
OR1A1	11.5843
OR1A2	0.5859
OR1B1	0
OR1C1	0.0266
OR1D2	0.9148
OR1D5	0.1496
OR1E1	0
OR1E2	40.4498
OR1F1	35.0794
OR1G1	2.6146
OR1I1	15.6203
OR1J1	30.5996
OR1J2	0
OR1J4	0
OR1K1	1.9484
OR1L1	0.1288
OR1L3	16.1152
OR1L4	13.8522
OR1L6	0.629
OR1L8	0
OR1M1	5.7287
OR1N1	34.2942
OR1N2	17.343
OR1Q1	0.0456
OR1R1P	0.9518
OR1S1	0
OR1S2	108.7756
OR2A1	2.3465
OR2A12	0
OR2A14	0
OR2A2	82.2072
OR2A25	23.781
OR2A4	11.8071
OR2A42	2.6677
OR2A5	36.6822
OR2A7	0
OR2AE1	0.5103
OR2AG1	0
OR2AG2	0.0375
OR2AJ1	0
OR2AK2	0.6832
OR2AP1	0
OR2AT4	1.8407
OR2B11	0
OR2B2	0
OR2B3	0
OR2B6	5.6904
OR2C1	29.3261
OR2C3	6.565
OR2D2	0
OR2D3	46.3543
OR2F1	0
OR2F2	7.0703
OR2G2	0
OR2G3	8.1162
OR2G6	13.6013
OR2H1	0.4872
OR2H2	8.5185
OR2I1P	0
OR2J1	0
OR2J2	0
OR2J3	0.011
OR2K2	0.687
OR2L13	0
OR2L2	0
OR2L3	1.949
OR2L5	0.286
OR2L8	0.0375
OR2M2	12.2441
OR2M3	0
OR2M4	56.291
OR2M5	4.6882
OR2M7	0.8614
OR2S2	0
OR2T1	70.7386
OR2T10	73.0701
OR2T11	0
OR2T12	4.9006
OR2T2	853.1231
OR2T27	40.4282
OR2T29	0.2285
OR2T3	2.9297
OR2T33	0
OR2T34	0
OR2T35	0
OR2T4	0.2046
OR2T5	0
OR2T6	0
OR2T8	0.3657
OR2V1	10.1824
OR2V2	0.9241
OR2W1	0
OR2W3	0
OR2Y1	0.0687
OR2Z1	20.5106
OR3A1	0
OR3A2	0
OR3A3	2.3549
OR4A15	8.8084
OR4A16	0
OR4A47	0.3062
OR4A5	1.6692
OR4B1	179.6424
OR4C11	22.0826
OR4C12	0.8721
OR4C13	0.4271
OR4C15	51.9016
OR4C16	0.0958
OR4C3	1.5287
OR4C46	0.0978
OR4C5	1.1399
OR4C6	6.4233
OR4D1	49.336
OR4D10	11.491
OR4D11	35.746
OR4D2	0
OR4D5	0
OR4D6	0.997
OR4D9	13.8259
OR4E1	8.2674
OR4E2	32.2537
OR4F15	8.6557
OR4F16	0
OR4F17	2.1285
OR4F21	0
OR4F29	2.8992
OR4F3	0
OR4F4	10.2473
OR4F5	0
OR4F6	29.3985
OR4K1	227.0247
OR4K13	0.0963
OR4K14	143.1454
OR4K15	39.0811
OR4K17	18.5018
OR4K2	70.4329
OR4K5	15.1819
OR4L1	0.623
OR4M1	5.3015
OR4M2	0.1652
OR4N2	0.066
OR4N4	0.4094
OR4N5	9.2637
OR4P4	18.3944
OR4Q3	0
OR4S1	3.3983
OR4S2	0
OR4X1	0
OR4X2	0
OR51A2	4.0288
OR51A4	1.4308
OR51A7	0.348
OR51B2	0
OR51B4	0.0246
OR51B5	92.0967
OR51B6	0
OR51C1P	0.4254
OR51D1	1.371
OR51E1	0.5224
OR51E2	0.3804
OR51F1	0
OR51F2	7.6012
OR51G1	0
OR51G2	0
OR51I1	0
OR51I2	0.3614
OR51L1	21.8123
OR51M1	9.7045
OR51Q1	24.333
OR51S1	0.4412
OR51T1	0
OR51V1	0.7637
OR52A1	0.1462
OR52A5	0
OR52B2	0.0649
OR52B4	0
OR52B6	55.517
OR52D1	0
OR52E2	0.7593
OR52E4	5.5164
OR52E5	0
OR52E6	0.4332
OR52E8	0
OR52H1	1.4509
OR52I1	0
OR52I2	1.3357
OR52J3	3.0511
OR52K1	0
OR52K2	0
OR52L1	1.3337
OR52M1	40.8551
OR52N1	0.0688
OR52N2	43.0148
OR52N4	44.4483
OR52N5	0.5356
OR52R1	0.1906
OR52W1	140.8487
OR56A1	0.1854
OR56A3	0.0639
OR56A4	0.2726
OR56A5	18.7062
OR56B1	0
OR56B2P	5.1459
OR56B4	0
OR5A1	0
OR5A2	22.3522
OR5AC2	0.1914
OR5AK2	0.0144
OR5AN1	6.2449
OR5AP2	1.3909
OR5AR1	77.6992
OR5AS1	2.1987
OR5AU1	0.0197
OR5B12	0.0914
OR5B17	3.8627
OR5B2	0
OR5B21	5.3467
OR5B3	2.0052
OR5BS1P	0
OR5C1	132.62
OR5D13	0.0316
OR5D14	15.2203
OR5D16	0.1074
OR5D18	44.6074
OR5D3P	0.6792
OR5F1	82.4788
OR5H1	0.2469
OR5H14	0
OR5H15	0
OR5H2	7.2958
OR5H6	11.561
OR5I1	0.2299
OR5J2	0.0129
OR5K1	0
OR5K2	1.038
OR5K3	42.6277
OR5K4	0.033
OR5L1	0.0645
OR5L2	0.0393
OR5M1	0.3011
OR5M10	0
OR5M11	0
OR5M3	17.9202
OR5M8	5.4514
OR5M9	0
OR5P2	1.5602
OR5P3	2.3984
OR5R1	0
OR5T1	0.4893
OR5T2	0
OR5T3	0.3721
OR5V1	0
OR5W2	21.1005
OR6A2	43.8439
OR6B1	0
OR6B2	235.7216
OR6B3	16.8188
OR6C1	0
OR6C2	12.0995
OR6C3	0.2539
OR6C4	0.2162
OR6C6	4.6063
OR6C65	0.4573
OR6C68	0
OR6C70	1.0329
OR6C74	49.7359
OR6C75	306.3666
OR6C76	7.1074
OR6F1	0.2466
OR6J1	0
OR6K2	1.1314
OR6K3	3.1017
OR6K6	5.9103
OR6M1	0.9168
OR6N1	2.7482
OR6N2	7.6446
OR6P1	1.7222
OR6Q1	0.0228
OR6S1	262.3712
OR6T1	18.4588
OR6V1	0
OR6X1	2.8784
OR6Y1	0
OR7A10	21.8329
OR7A17	45.8293
OR7A5	57.7003
OR7C1	31.6407
OR7C2	0
OR7D2	0
OR7D4	1.5898
OR7E24	0
OR7G1	6.1929
OR7G2	0.9518
OR7G3	43.8286
OR8A1	0.7137
OR8B12	6.988
OR8B2	0
OR8B3	0.1283
OR8B4	0
OR8B8	4.8369
OR8D1	2.9393
OR8D2	0
OR8D4	0
OR8G1	4.0318
OR8G5	0
OR8H1	3.598
OR8H2	9.2567
OR8H3	28.6434
OR8I2	0.9474
OR8J1	13.4016
OR8J3	43.6181
OR8K1	40.727
OR8K3	0
OR8K5	0
OR8S1	1.5512
OR8U1	20.6172
OR9A2	5.8481
OR9A4	0.0514
OR9G1	0.3328
OR9G4	0.6737
OR9I1	0.0322
OR9K2	4.5976
OR9Q1	17.6407
OR9Q2	22.3786
ORAI1	0
ORAI2	5.9331
ORAI3	18.3167
ORC1	74.5676
ORC2	44.7926
ORC3	3.3452
ORC4	52.2171
ORC5	0.7339
ORC6	0.0534
ORM1	0
ORM2	0
ORMDL1	5.9667
ORMDL2	31.6317
ORMDL3	0.7277
OS9	3.2263
OSBP	63.7752
OSBP2	7.6847
OSBPL10	0.476
OSBPL11	0.307
OSBPL1A	0.193
OSBPL2	13.1379
